account name,classification,date,description,keyword,money in,money out,short description,trans type,vendor
simons,groceries,13/10/2015 00:00,"card payment to sainsburys superma,69.87 gbp, rate 1.00/gbp on 11-10-2015",sainsburys,0,69.87,card payment to sainsburys superma,expenditure,sainsburys superma
